ResponseId,Q75_SHARED_1,Q75_SHARED_2,Q75_SHARED_3,Q75_SHARED_4,Q75_SHARED_5,Q75_SHARED_6,Q75_SHARED_7,Q75_SHARED_8,Q37_SHARED_1,Q37_SHARED_2,Q37_SHARED_3,Q37_SHARED_4,Q37_SHARED_5,Q37_SHARED_6,Q37_SHARED_7,Q37_SHARED_8,Q38_SHARED_1,Q38_SHARED_2,Q38_SHARED_3,Q38_SHARED_4,Q38_SHARED_5,Q38_SHARED_6,Q38_SHARED_7,Q38_SHARED_8,Q40_SHARED_1,Q40_SHARED_2,Q40_SHARED_3,Q40_SHARED_4,Q40_SHARED_5,Q40_SHARED_6,Q40_SHARED_7,Q40_SHARED_8,Q41_SHARED_1,Q41_SHARED_2,Q41_SHARED_3,Q41_SHARED_4,Q41_SHARED_5,Q41_SHARED_6,Q41_SHARED_7,Q41_SHARED_8,Q43_SHARED_1,Q43_SHARED_2,Q43_SHARED_3,Q43_SHARED_4,Q43_SHARED_5,Q43_SHARED_6,Q43_SHARED_7,Q43_SHARED_8,Q52_SHARED_1,Q52_SHARED_2,Q52_SHARED_3,Q52_SHARED_4,Q52_SHARED_5,Q52_SHARED_6,Q52_SHARED_7,Q52_SHARED_8,Q53_SHARED_1,Q53_SHARED_2,Q53_SHARED_3,Q53_SHARED_4,Q53_SHARED_5,Q53_SHARED_6,Q53_SHARED_7,Q53_SHARED_8,Q57_SHARED_1,Q57_SHARED_2,Q57_SHARED_3,Q57_SHARED_4,Q57_SHARED_5,Q57_SHARED_6,Q57_SHARED_7,Q57_SHARED_8,Year,Quarter,LOB,WAVE
R_3eVi3lPGAowixUn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,2,2,,2,2,2,,8,4,8,,1,2,6,,2024,Q3,PL,1
R_54dRPPJN5fmm0uO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,3,3,3,,,3,,,8,8,8,,,8,,,2024,Q3,PL,1
R_1XfifMNNkX5SiPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,5,5,4,,5,5,4,,8,4,8,,1,2,6,,2024,Q3,PL,1
R_5qUr2Kv7Gt0I7VZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,4,5,4,5,5,5,2,,8,4,8,1,1,2,6,,2024,Q3,CL,1
R_5e9yrcsI04T5cgd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,5,4,,,4,4,4,,8,8,,,1,2,6,,2024,Q3,CL,1
R_3IQnp0lCAlw6I50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,2,2,,4,3,3,,8,4,8,,1,2,8,,2024,Q3,CL,1
R_10Bp0VZDLj5WG6l,,1,,1,,,1,1,,,,,,,,1,,,,,,,,5,,4,,4,,,4,5,,,,,,,,1,,4,,3,,,4,5,,,,,1,,,,,,,,4,,,,,,,,1,,,,2024,Q3,CL,1
R_6iF5wgjWuRHAOL1,,1,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,1,1,1,,1,1,1,,3,4,3,,3,3,4,,8,4,8,,1,2,6,,2024,Q3,CL,1
R_397HPfitVRC8lsR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,5,3,3,,3,3,,,8,4,8,,1,2,,,2024,Q3,CL,1
R_1YMKZB20PagGPrb,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,1,1,1,,1,1,1,,1,3,1,,5,5,5,,8,4,8,,1,2,6,,2024,Q3,CL,1
R_6cuusds2M5N8IxZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,5,3,1,,2,2,2,,8,5,8,,2,4,6,,2025,Q2,PL,4
R_7QLuhgeAJGcqcFt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,3,3,3,3,3,4,3,,5,4,3,3,1,2,3,,2025,Q2,PL,4
R_1qUSavAZpGhtISX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,4,3,3,,3,3,,,8,8,8,,1,1,,,2025,Q2,PL,4
R_3Kf0asurZp9flRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_5BzeKVzMG7vsziM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_3OSzvGSK8Jfhtin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,3,3,3,,8,8,8,,1,2,6,,2025,Q2,PL,4
R_1rlrHabZw9dBXid,,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_1KdpfOQq2UmIPa8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,5,3,,4,3,4,,8,4,8,,1,2,6,,2025,Q2,PL,4
R_777KfaVbAPDxdGi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,1,1,1,,1,1,1,,8,8,8,,8,8,8,,2025,Q2,PL,4
R_3WgmHY7vPDmqTYZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,3,5,,,5,5,5,,8,8,,,3,2,6,,2025,Q2,PL,4
R_5GYC4VIp1IbGmYh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_5kKUr5og6A9nvC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,4,4,4,4,4,4,4,,1,8,8,8,1,2,8,,2025,Q2,PL,4
R_3fdH0ruVfeVfic8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,5,4,,,2,3,4,,8,6,,,2,5,1,,2025,Q2,PL,4
R_5SpkHAKMLKXQ95D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,4,2,3,,2,2,,,8,4,8,,1,2,,,2025,Q2,PL,4
R_6CUxz6pdDWC13R2,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,1,1,1,,1,1,,,2,1,3,,8,4,,,1,2,6,,2025,Q2,PL,4
R_7EY893sig77DHcm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,2,1,3,,8,8,8,,1,2,1,,2025,Q2,PL,4
R_7PnoZn4lLYjADNY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_1YLI4TUxRPeN7ms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_3vQHminW2nXCwF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_5gSdgd6UIxFIOSe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_1OoGaU5yw1yzHQg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_6YyF39ae0eTtNRk,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,,5,,,,,,,,,,,1,,,,,,,,3,,,,,,,,5,,,2024,Q4,CL,2
R_0DRwe3fYuRXo7mS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,,3,3,3,1,,3,3,,6,8,8,7,,7,5,,2024,Q4,CL,2
R_3rs7mEZMTZuhPxQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_1AJAAisEMV4p5t4,,,1,,,,1,,,,,,,,1,,,,,,,,3,,,,5,,,,1,,,,,,,,,,,,5,,,,3,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_bmx2cAdBJ4BhDo2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,2024,Q4,CL,2
R_8jBT4pSAmRc4Qd0,1,,1,1,1,1,1,,1,,,,,1,,,2,,,,,3,,,5,,3,1,4,5,1,,1,,1,1,1,1,1,,5,,4,2,5,1,4,,,1,,,1,,,,,5,,,3,,,,,8,,,2,,,,2024,Q4,CL,2
R_9EMLBacPoGYZJDU,1,,1,,1,1,1,,1,,1,,1,1,1,,2,,2,,3,1,5,,2,,3,,4,2,1,,,,,,1,1,1,,1,,5,,2,5,2,,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_7X2s2hKkdlDuSPA,,1,1,1,1,1,,1,,,,1,,1,,,,,,4,,4,,,,4,4,4,2,2,,2,,1,1,,1,1,,1,,2,1,2,4,5,,5,,,,,,,,1,,,,,,,,,,,,,,,,,2024,Q4,CL,2
R_32sozViP9r45sgJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,4,5,3,,4,4,3,,2,4,8,,1,2,6,,2024,Q4,PL,2
R_7dDGKowLjUM0Wo6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,1,,,,1,,,,2,,,,1,,,,4,,,,2,,,2024,Q4,PL,2
R_108AgSRuuxJMFks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,3,3,,,5,5,5,,8,4,,,1,2,6,,2024,Q4,PL,2
R_1q1mfulXtXo3G8y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,4,5,4,,5,5,2,,8,4,8,,1,2,6,,2024,Q4,PL,2
R_5kaGZRdWnNd8C3p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,3,3,3,,3,3,,,8,8,8,,1,5,,,2024,Q4,PL,2
R_61Nt2U99HDp2I6H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,2,1,,,4,3,1,,8,8,,,1,2,1,,2024,Q4,PL,2
R_7XhUjxhQDo3KxLH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,3,1,2,,3,3,,,8,8,8,,1,2,,,2024,Q4,PL,2
R_3yfwqPMW66UmxYU,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,1,,,1,,,,,1,,,1,,,,1,1,,,4,,,,4,4,,,4,,,,2,6,,2024,Q4,PL,2
R_6Y5S4wsvV1RE1zy,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,1,1,,3,4,5,,3,3,3,,8,4,3,,1,2,6,,2024,Q4,PL,2
R_6hQDfI0CdmrKy4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,2,2,,2,2,2,,8,8,8,,1,2,8,,2024,Q4,PL,2
R_5yDyz1QPWjbzuEm,1,,,,,,1,1,1,,,,,,1,1,1,,,,,,5,4,5,,,,,,3,2,,,,,,,1,,3,,,,,,3,1,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_73s6uLqSyOmEtHU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_1MrwtkMyO5Nlece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,3,,2025,Q1,CL,3
R_cActGSA58u2NzYa,1,1,,,1,,,1,,,,,1,,,,,,,,2,,,,1,2,,,5,,,5,,,,,1,,,,4,3,,,5,,,1,,1,,,,1,,,,2,,,,5,,,,1,,,,4,,,2025,Q1,CL,3
R_5ngCNwrc2xzkzRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_bfSbLCRspibHxrg,1,,1,1,,,1,1,1,,1,1,,,1,1,1,,2,3,,,3,5,3,,4,2,,,2,2,,,,,,,,,3,,4,4,,,1,5,,,,,,,,1,,,,,,,,,,,,,,,,,2025,Q1,CL,3
R_5TAgQj0whs1W0CB,,1,1,1,1,1,,,,1,1,,,1,,,,4,3,,,3,,,,4,3,4,4,3,,,,1,1,,,1,,,,5,5,4,4,4,,,1,,1,1,,1,,,4,,3,4,,2,,,1,,1,2,,2,,,2025,Q1,PL,3
R_53n33GgXNYNTYJz,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,1,,,,,,,,5,,,,,,,,1,1,1,1,1,1,1,,5,5,5,5,5,5,5,,4,6,5,3,1,1,6,,2025,Q1,PL,3
R_7ncLYYqzw29OOhP,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,4,,,,1,1,,1,,1,,,5,4,,2,,4,,,8,8,,5,,5,,,2025,Q1,PL,3
R_71XddCzlOmYlam0,1,1,,,,,,1,,,,,,,,,,,,,,,,,4,5,,,,,,4,,,,,,,,1,4,5,,,,,,4,1,,1,,,,1,,5,,5,,,,4,,4,,2,,,,4,,2025,Q1,PL,3
R_50Ye3ACzVfQEwG5,1,1,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,3,3,,,,,,,1,1,1,1,1,1,1,,5,5,5,5,4,4,3,,8,4,8,1,1,2,6,,2025,Q1,PL,3
R_6DpR5xPmg22YM1x,1,1,,,,,,,,1,,,,,,,,4,,,,,,,3,4,,,,,,,,1,,,,,,,3,4,,,,,,,,1,,1,1,,,,,2,,3,4,,,,,2,,1,4,,,,2025,Q1,PL,3
R_3pQCN8zB8w32X3a,,1,1,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,3,3,,,,,,,,1,,1,1,1,,,,4,,1,4,3,,,,8,,1,2,6,,2025,Q1,PL,3
R_6U9F3AkkWVHRXqA,,1,1,,1,,,,,1,1,,1,,,,,3,3,,3,,,,,3,3,,3,,,,,1,,,,,,,,5,5,,5,,,,1,1,1,,1,1,1,,5,5,3,,3,3,3,,8,4,8,,1,2,6,,2025,Q1,PL,3
R_3chhyIeuJqYeFDH,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,1,1,,4,3,4,4,,4,5,,4,1,1,2,,2,1,,2025,Q1,PL,3
R_1BXfXQyDbGKaOP1,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,5,,,,,,,,1,,,,,,,,5,,,,,1,1,1,,1,1,1,,5,5,5,,5,5,5,,2,3,1,,5,2,6,,2025,Q1,PL,3
R_5yRkNEypIxJGjPb,,,,1,1,,,,,,,,1,,,,,,,,5,,,,,,,4,4,,,,,,,,,,,,,,,4,5,,,,1,1,1,1,1,1,1,,4,5,4,5,3,2,3,,2,1,2,1,1,2,6,,2025,Q1,PL,3
R_5h5aIiLZZM1kTE0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,,,,,5,5,5,5,5,5,5,5,1,1,1,,,1,1,,5,5,5,,,5,5,,3,8,8,,,2,8,,2025,Q1,PL,3
R_5Ii3tTnTKs5CPSh,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,,4,,,,4,,,,4,,,,2,,,2025,Q1,PL,3
R_1pmZl0dHKSOXpeS,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,1,1,1,1,,1,,,,4,5,4,,5,,,,8,8,8,,1,,,,2025,Q2,CL,4
R_7NDRxOeI191Rm9S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,3,4,3,4,4,4,3,,3,4,3,1,1,2,6,,2025,Q2,CL,4
R_3ljGl4vRuOtwSBP,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,4,4,3,4,3,3,5,,1,,1,,1,1,,,4,3,4,3,4,4,4,,1,1,1,1,,1,1,,4,4,3,3,,3,4,,3,5,1,3,,2,1,,2025,Q2,CL,4
R_32a35dNKIyk8Xi2,,,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,1,,,,,,,,4,,,,,,,,3,,,2025,Q2,CL,4
R_7mt7lWDD2E10As5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,4,4,4,,4,5,4,,8,4,8,,1,2,6,,2025,Q2,CL,4
R_1rGjYZx0228epNK,1,,,,,,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,1,,,,,,,,3,,,,,,,,1,1,1,1,1,1,1,,5,5,5,4,3,3,4,,2,4,2,6,1,2,6,,2025,Q2,CL,4
R_6DSl2ayLHWL0B4m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,3,3,,,3,3,4,,3,4,,,1,2,6,,2024,Q3,PL,1
R_6P7WaEgWsyZgv0f,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,1,1,,1,1,1,,4,4,4,,4,3,4,,8,4,8,,1,2,6,,2024,Q3,PL,1
R_6wcxahOp9xp8Vtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,4,5,5,,,,,,8,2,1,,2024,Q3,PL,1
R_18s8ryxXedxRer7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,3,3,3,,8,4,8,,1,2,6,,2024,Q3,PL,1
R_5Ms6MkjMZwj8QU2,,1,,,,,,,,1,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,1,1,1,,1,1,1,,3,5,3,,5,5,5,,1,4,2,,1,2,6,,2024,Q3,PL,1
R_70r3x9Qsx4iAsDO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,4,,,,,5,,,8,,,,,2,,,2024,Q3,PL,1
R_3Ph642Qpf5FhyJW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,3,3,1,,4,4,,,5,4,8,,1,2,,,2024,Q3,PL,1
R_3eZQ3A9zy3TtDs5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,3,3,3,,8,8,8,,8,2,8,,2024,Q3,PL,1
R_1KiQ1FOTSymWlZD,,1,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,2,,,,,,,,1,,,2,,,,,2,,1,1,1,,1,1,1,,4,4,3,,4,4,4,,8,8,8,,1,2,6,,2024,Q3,PL,1
R_3rHF5XGEm0RqR94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,5,5,3,,5,4,5,,2,4,5,,1,2,6,,2024,Q3,PL,1
R_7KqGOD27q2ROGzh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,5,3,,3,3,3,,8,4,8,,6,2,6,,2024,Q3,PL,1
R_1s2778i7miGoevT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,4,4,,,2,3,3,,8,4,,,1,2,6,,2024,Q3,CL,1
R_5lqI4d93chsi2Fb,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,,,,,,,,,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,,5,5,5,5,5,5,5,,4,1,4,4,1,1,2,,2024,Q3,CL,1
R_6ZC7NDGWLnKG08N,,1,1,1,1,1,1,1,,1,,,,,,,,4,,,,,,,,5,3,4,3,3,4,5,,1,,1,1,,,1,,5,4,5,4,4,4,5,,,1,1,1,1,1,,,,4,4,3,5,3,,,,7,6,1,2,5,,2024,Q3,CL,1
R_58SLlU6roCJ4OXf,1,1,,,1,1,,1,1,1,,,,,,,5,5,,,,,,,5,4,,,5,4,,3,,1,,,1,,,1,5,4,,,5,4,,3,,,,1,,,1,,,,,2,,,4,,,,,4,,,6,,2024,Q3,CL,1
R_1SeGkPkY8yAlhyt,,1,,,,,,1,,,,,,,,1,,,,,,,,5,,5,,,,,,5,,,,,,,,1,,4,,,,,,4,1,1,,1,1,1,,,4,3,,4,5,3,,,2,7,,4,2,4,,,2024,Q3,CL,1
R_3BQQNEtNCaoPVRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,2,1,2,,8,1,8,,1,5,6,,2025,Q2,PL,4
R_3TnSznobyoiFZrv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_1nocXb8Qm7a9zJR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,1,,2,2,2,,,2,2,,8,4,8,,,2,2,,2025,Q2,PL,4
R_3EcrtSgp60qcgT7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,5,4,1,4,2,4,,5,4,5,7,1,2,6,,2025,Q2,PL,4
R_1Pwd79BU9TmSCKt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,4,2,,,5,2,5,,8,1,,,6,3,1,,2025,Q2,PL,4
R_6IN5Y5ixKxKkSkh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,4,4,2,,2,2,,,8,8,8,,1,2,,,2025,Q2,PL,4
R_6g16vO4sj19mnUG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_12NUg39dDH7nUgV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,2,2,2,,3,3,3,,8,8,8,,1,2,6,,2025,Q2,PL,4
R_3HRiBacgQYk7uJs,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,1,1,,1,1,1,,2,3,3,,3,3,4,,8,8,8,,1,2,6,,2025,Q2,PL,4
R_5NB2JDpOGz1kuzf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_10f7kl2aaD163Yn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,,8,4,3,8,8,1,8,,2025,Q2,PL,4
R_3EQnhf6pkkWOcXS,1,1,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,,,,1,,,,,,,,3,3,,,,,,,1,1,1,1,1,1,1,,2,2,2,2,2,2,2,,7,4,8,3,1,2,6,,2025,Q2,PL,4
R_51KrsIxBomujeIX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_1KZKmOQpxWEMEQV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,5,4,4,4,4,5,,,7,4,4,2,7,5,,2025,Q2,PL,4
R_508joktF3yehzxE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,,3,3,3,,3,3,3,,8,8,8,,1,2,6,,2025,Q2,PL,4
R_7q6q9Qeu3sqUvkt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_7R75ZFA1MlwOb0l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_3EhVA3G5v6RqB8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,,3,3,3,,2,2,,,8,4,4,,1,2,,,2025,Q2,PL,4
R_7C4kTqD98DoeYPx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,Q2,PL,4
R_7VPZjWp3EQZXN3r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,4,5,,,3,4,,,8,4,,,1,2,,,2025,Q2,PL,4
R_1KxBlW66PaDXDgQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,3,2,2,,,3,,,8,8,8,,,2,,,2025,Q2,PL,4
R_6CvBqPMWJf0Xmht,,,,,,,,1,,,,,,,,1,,,,,,,,3,,,,,,,,2,,,,,,,,1,,,,,,,,3,1,1,1,1,,1,1,,4,3,4,3,,3,3,,8,4,8,8,,2,6,,2025,Q2,PL,4
