ResponseId,Q3_SHARED,Q19_SHARED,Q11_SHARED,Q16_SHARED,Q17_SHARED,Q18_SHARED,Q4_SHARED,Q20_SHARED,Q21_SHARED,Q75_SHARED_1,Q75_SHARED_2,Q75_SHARED_3,Q75_SHARED_4,Q75_SHARED_5,Q75_SHARED_6,Q75_SHARED_7,Q75_SHARED_8,Q37_SHARED_1,Q37_SHARED_2,Q37_SHARED_3,Q37_SHARED_4,Q37_SHARED_5,Q37_SHARED_6,Q37_SHARED_7,Q37_SHARED_8,Q38_SHARED_1,Q38_SHARED_2,Q38_SHARED_3,Q38_SHARED_4,Q38_SHARED_5,Q38_SHARED_6,Q38_SHARED_7,Q38_SHARED_8,Q40_SHARED_1,Q40_SHARED_2,Q40_SHARED_3,Q40_SHARED_4,Q40_SHARED_5,Q40_SHARED_6,Q40_SHARED_7,Q40_SHARED_8,Q41_SHARED_1,Q41_SHARED_2,Q41_SHARED_3,Q41_SHARED_4,Q41_SHARED_5,Q41_SHARED_6,Q41_SHARED_7,Q41_SHARED_8,Q43_SHARED_1,Q43_SHARED_2,Q43_SHARED_3,Q43_SHARED_4,Q43_SHARED_5,Q43_SHARED_6,Q43_SHARED_7,Q43_SHARED_8,Q52_SHARED_1,Q52_SHARED_2,Q52_SHARED_3,Q52_SHARED_4,Q52_SHARED_5,Q52_SHARED_6,Q52_SHARED_7,Q53_SHARED_1,Q53_SHARED_2,Q53_SHARED_3,Q53_SHARED_4,Q53_SHARED_5,Q53_SHARED_6,Q53_SHARED_7,LOB,quarter,year,wave
R_3zW0AIWlH4UfmuJ,35,1,2,10,1,4,7,ceo,8,1,1,1,1,1,1,1,1,1,,,,1,,,,4,,,,4,,,,5,4,3,4,5,5,3,5,1,,,,1,,,,5,5,4,2,5,5,4,3,,1,,1,,1,,,5,,5,,4,,1,4,2024,2
R_7B9CE25VgTftmjh,26,1,2,34,1,4,2,CFO,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,5,4,,4,3,3,1,4,2024,2
R_3OHtkeVk8Mbpzgl,31,3,2,10,1,1,1,Selling of electronics ,5,,1,,,1,,1,,,,,,,,1,,,,,,,,2,,,2,,,2,,2,,,,,,,,1,,,4,,,4,,4,,1,1,,,1,1,1,4,2,,,4,3,3,1,4,2024,2
R_3VrtN8O02JCmPjZ,35,1,1,36,1,4,6,Payroll Specialist,8,,,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,5,,,,,,,,1,,,,,,,,5,,,1,,,,,,,4,,,,,,,1,2,2025,4
R_7qk0Hui4bfBTDut,70,1,2,5,1,5,6,Owner,9,,1,,,,,1,,,,,,,,1,,,,,,,,4,,,4,,,,,5,,,,,,,,1,,,4,,,,,5,,1,1,,,1,1,1,2,2,,,3,2,3,1,2,2025,4
R_7WUAFwAM1ORM8Qn,37,1,1,21,1,4,7,CIO,5,,1,,,1,,,,,1,,,,,,,,5,,,,,,,,4,,,4,,,,,1,,,,,,,,4,,,5,,,,1,,,,,,,5,,,,,,,1,2,2025,4
R_6pEbic6ky1IPhEY,32,1,1,33,1,4,6,ceo,6,,,,1,,,,,,,,1,,,,,,,,4,,,,,,,,4,,,,,,,,1,,,,,,,,4,,,,,,,,,,1,,,,,,,4,,1,2,2025,4
R_6qPU1O4U4Qnpji9,36,1,1,37,1,3,2,Financial advisor,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,5,4,,4,4,5,1,2,2025,4
R_6OSHSDkhB7eV83M,82,3,1,7,1,5,5,owner,9,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,1,,,1,1,,,1,1,,,1,1,,,1,,,1,1,,,1,,2,2,2025,4
R_3MX80mnJ7QihBKr,66,8,2,24,1,4,2,,15,,1,1,,,1,1,1,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,,,,,,,,1,,1,1,,,1,1,1,1,1,1,,,1,,3,3,3,,,3,,2,2,2025,4
R_57YppPBDNG6Om3L,73,1,1,36,1,4,4,regional sales manager,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,3,3,3,3,4,4,3,2,2,2025,4
R_5d0lCuu6e1x2w55,66,8,1,33,1,2,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,5,4,,4,4,4,2,2,2025,4
R_5SpkHAKMLKXQ95D,53,1,2,36,1,1,3,corrections supervisor,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,4,2,3,,2,2,,2,2,2025,4
R_1IoZhyxe6zkNvi8,71,8,2,11,1,4,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,5,5,,,,4,,2,2,2025,4
R_514x4WKVYv6h6AB,76,8,1,6,1,4,5,,15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,1,1,1,,1,1,1,2,2,2,,2,1,2,2,2,2025,4
R_7rpRPISAv0yGoNz,63,3,1,44,1,1,3,General contractor,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,2,3,3,2,3,3,4,2,2,2025,4
R_5iVhc1adMYpju0X,35,1,1,33,1,5,8,Chief excutive officer,7,1,1,,,,,1,,,1,,,,,1,,,5,,,,,5,,4,5,,,,,5,,1,,,,,,1,,5,5,,,,,4,,,,1,1,1,1,,,,5,5,5,4,,1,1,2025,3
R_1dzPVtSFb01sPDL,52,1,1,24,1,5,6,Manager,14,1,,,,1,,,,1,,,,1,,,,5,,,,5,,,,2,,,,2,,,,1,,,,1,,,,3,,,,3,,,,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,2025,3
R_6Brf6kTCansqnnj,62,3,2,15,1,5,8,owner,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,,,5,3,,1,2,,1,1,2025,3
R_7rYPgO8GQYgTJ5i,37,1,1,29,2,4,5,Semior manager,14,,1,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,,,,1,1,1,1,1,,,4,4,4,4,4,,1,1,2025,3
R_3YeIoDtNAGx4FnH,38,1,1,22,2,5,6,IT Manager,7,,,1,1,,,,,,,1,,,,,,,,4,,,,,,,,3,4,,,,,,,,1,,,,,,,3,4,,,,,,,,1,,,,,,,3,,,,1,1,2025,3
R_7olEn7dI2Qps2MV,30,1,1,44,2,4,7,Chief Technical officer,7,,1,,1,,,,,,1,,,,,,,,5,,,,,,,,5,,4,,,,,,1,,1,,,,,,5,,4,,,,,1,1,1,1,,,1,4,4,3,3,,,3,1,1,2025,3
R_5CDiHYUmWiX73iw,40,1,1,11,3,5,8,Cto,7,0,0,0,1,1,1,0,0,,,,1,1,1,,,,,,4,4,3,,,,,,5,4,2,,,,,,1,1,1,,,,,,3,4,5,,,1,0,0,0,0,0,0,5,,,,,,,1,3,2024,1
R_12m33RJhm8g1kVW,40,1,1,37,1,1,1,Owner,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,1,1,0,1,2,,,3,5,,1,3,2024,1
R_5CDhfG3U5w18DVF,55,1,1,14,1,3,2,Owner ,5,0,1,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,3,,,,,,,1,1,1,0,0,1,0,3,2,2,,,3,,1,3,2024,1
R_7jdIb6uTZ44aG1y,47,1,1,5,3,4,7,Owner and Operator,5,0,0,1,0,1,0,0,0,,,0,,0,,,,,,,,,,,,,,3,,3,,,,,,0,,0,,,,,,3,,2,,,,1,1,1,1,1,1,1,3,5,2,5,5,5,4,1,3,2024,1
R_6mdyHto8YUq1FY8,45,3,1,27,1,3,2,Owner operator forman,2,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,3,,,,,,,,0,,,,,,,,3,,,,,,,,1,1,1,0,1,1,1,3,3,4,,3,4,3,1,3,2024,1
R_6dsrOq7tMLA7bWK,34,1,1,44,1,4,5,Vice president ,2,1,0,0,1,0,0,1,1,1,,,1,,,0,1,5,,,4,,,,5,5,,,4,,,5,5,1,,,1,,,0,1,2,,,4,,,4,5,1,1,1,1,1,1,0,5,4,5,4,5,4,,1,3,2024,1
R_1P7GxdRgsCX0dB5,74,8,2,13,3,3,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,3,4,,3,2,2,2,1,2025,3
R_3dmGs0dlIkpIBT0,74,8,1,23,1,4,5,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,4,,,3,3,3,2,1,2025,3
R_3IlYvHz4L0kylIy,43,6,2,13,4,4,6,non3,15,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,1,,,,,,,,5,,4,,,1,,,,,,,3,,,,,,2,1,2025,3
R_6LklrxDA8YtAuRj,76,4,2,33,1,5,2,realtor,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,2,,,,2,2,,2,1,2025,3
R_138eWuf5j2iQ332,69,1,2,15,1,4,5,Human Resources Manager,14,,1,1,,,1,1,,,,,,,,,,,,,,,,,,,2,2,,,2,2,,,,,,,,,,,3,3,,,3,2,,1,1,1,1,1,1,1,3,2,1,3,3,5,5,2,1,2025,3
R_5cAdphsHEUbMwGR,67,2,2,14,1,1,4,cashier,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,5,3,,4,5,4,2,1,2025,3
R_3G7dgrC8sFaxiIF,73,8,2,16,1,3,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,4,4,,5,5,3,2,1,2025,3
R_3AH9z1OjmnCSzZT,52,1,1,15,1,1,5,Logistic manager,4,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,1,1,,,,,,,1,1,,,1,1,1,3,4,,,2,2,2,2,1,2025,3
R_1Ii0k6Uxnui6Cxp,74,8,2,28,1,4,5,Retired,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,3,3,3,,3,3,3,2,3,2024,1
R_3ZaiBNbbFRjAxZn,73,1,1,44,1,3,7,Exec Senior Partner ,8,0,1,1,0,0,0,1,0,,-99,-99,,,,-99,,,,,,,,,,,3,2,,,,2,,,1,0,,,,0,,,3,3,,,,3,,1,1,1,1,1,1,1,3,4,4,4,4,2,4,2,3,2024,1
R_63WP8Yxiw8Taz1b,66,8,2,6,1,1,2,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,1,1,,,,,4,4,3,2,3,2024,1
R_7QRWM0W3wqZeFaZ,69,8,2,14,1,1,3,None,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,1,1,,2,,,2,4,3,2,3,2024,1
R_10tNHQTwOuNPgll,72,2,2,26,1,2,5,Tutor,10,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,3,3,4,4,3,2,3,2024,1
R_3qqVLJxs7eXLsJl,55,3,2,18,2,3,4,Owner,7,0,1,0,1,0,0,0,0,,0,,0,,,,,,,,,,,,,,1,,1,,,,,,0,,0,,,,,,1,,1,,,,,1,1,1,0,0,1,1,2,3,3,,,4,3,2,3,2024,1
R_7VLsyY8gKZK1mDf,65,8,2,10,1,1,2,Retired ,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,5,5,5,,5,4,4,2,3,2024,1
R_1ho07Y7uqlPMKcN,53,2,1,23,1,1,3,asssistant mgr,14,0,0,0,1,0,0,0,0,,,,1,,,,,,,,2,,,,,,,,3,,,,,,,,0,,,,,,,,2,,,,,1,1,1,1,1,1,0,5,4,3,4,4,3,,2,3,2024,1
R_1m9KWj08D9QmzjX,70,8,1,34,1,4,4,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,3,3,3,,3,3,4,2,3,2024,1
R_38ZHUw60ENadKpn,48,3,1,31,4,4,5,Catering business owner ,11,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,4,5,4,5,4,4,2,3,2024,1
R_6m1wnLROof3Xr8W,76,8,2,21,1,2,1,RETIRED,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,3,2024,1
R_1WSBNyi5Rpd2UKC,66,8,2,34,1,4,5,-99,15,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,4,4,3,5,2,3,2,3,2024,1
R_6mef7P4eh3uEzTs,70,8,2,33,1,5,8,-99,15,0,1,0,0,0,0,1,0,,-99,,,,,-99,,,,,,,,,,,1,,,,,1,,,0,,,,,0,,,1,,,,,1,,1,1,1,1,1,1,0,2,2,5,3,2,3,,2,3,2024,1
R_5E4W8VS8jj70zd8,84,8,2,23,1,2,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,5,2,,2,4,2024,2
R_5EiiXPhq4AZAs81,22,1,1,31,2,1,3,Banking and finance ,8,,,,,1,,,,,,,,1,,,,,,,,5,,,,,,,,4,,,,,,,,1,,,,,,,,5,,,,1,,,,,,1,5,,,,,,4,2,4,2024,2
R_5fvDhjqjDhMYC6t,67,8,1,31,1,2,6,superintendent,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,1,2,1,,1,1,,2,4,2024,2
R_3q7p8I4JtGwPdxl,79,8,2,39,1,2,1,retired,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,4,,,1,1,4,2,4,2024,2
R_7etl47VEzJ3Z0eW,65,8,2,10,1,5,3,marketing pharmaceutical,10,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,5,,1,1,1,,1,1,,4,4,4,,2,2,,2,4,2024,2
R_6MMWjncSTqagWNb,58,2,2,41,1,4,6,Administrative ,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,5,4,,3,4,5,3,2,4,2024,2
R_5lWZ6uSdda9WkPZ,63,2,2,33,1,5,2,Adjunct professor ,10,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,1,,1,1,1,,1,1,,4,3,5,,4,4,,2,4,2024,2
R_7pm5Xup1w4FpgfG,76,8,2,31,1,3,5,Legal assistant,15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,2,,,,,,1,1,1,,,,,4,1,3,2,4,2024,2
R_1QnPcYfm7hP3x77,36,1,2,25,2,4,2,Social Media Management ,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,3,3,,,4,4,,1,4,2024,2
R_7ZR2ICZoxP5OONr,39,1,1,21,2,4,4,creative director,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,5,2,,2,1,3,1,4,2024,2
R_5h61xYqPMTu5qyY,37,1,2,48,2,4,5,Director,9,,1,,1,,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,4,,3,,,,,1,1,1,1,1,1,1,3,2,2,2,1,4,2,1,4,2024,2
R_67B9GPztBKuZG62,46,1,1,10,1,4,5,Director ,6,,1,,,1,,,,,1,,,,,,,,4,,,,,,,,4,,,5,,,,,1,,,1,,,,,4,,,4,,,,,1,1,1,1,1,1,,5,5,5,3,4,4,1,4,2024,2
R_5CVdY0SxtLqI7KN,49,1,1,31,1,4,4,office manager,4,,1,,,1,,,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,,3,,,3,,,,1,1,1,1,,1,1,3,5,4,4,,4,5,1,4,2024,2
R_7f0wspQ5u8LWRHP,44,1,1,34,2,4,4,General Manager,6,,1,,1,1,,,,,,,1,,,,,,,,5,,,,,,3,,4,3,,,,,,,1,,,,,,3,,4,3,,,,1,1,1,1,1,1,1,3,3,5,4,4,5,5,1,4,2024,2
R_7w8kcCVMQcQK7Wp,40,1,1,44,1,4,2,Manager IT,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,2,,,,3,2,1,4,2024,2
R_6QFvdreZoYW0z4s,41,1,2,36,1,3,4,Owner,3,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,3,4,3,3,3,4,3,4,,,,,,,,,4,4,5,5,4,4,5,3,1,1,1,1,1,1,1,5,5,4,5,5,5,5,1,4,2024,2
R_5JDEFhZAmCuGa1L,45,1,1,36,2,3,3,Project manager ,2,1,,,1,1,,1,,,,,,,,,,,,,,,,,,3,,,3,3,,4,,,,,1,1,,,,4,,,3,4,,4,,1,1,1,1,1,1,1,4,4,4,3,3,4,4,1,4,2024,2
R_11iKLvCtYobse02,50,3,1,44,1,4,6,Owner,5,,,,,,,1,,,,,,,,1,,,,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,,3,,1,1,1,,,1,1,4,4,3,,,4,4,1,4,2024,2
R_5KiJ5Glw97ZNony,36,1,1,10,1,4,6,CEO,2,,1,,,1,,,1,,,,,1,,,,,,,,4,,,,,4,,,4,,,3,,,,,1,,,,,4,,,4,,,3,,,1,,,1,,,,4,,,4,,1,4,2024,2
R_7VeHnl3BtMvExHP,60,1,1,32,1,3,3,Operations Manager ,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,5,2,5,,2,5,5,1,2,2025,4
R_7Cr7T3tW3bmunCN,40,1,1,39,1,4,3,human resource,2,1,1,1,1,1,1,1,1,,1,,,,,,,,3,,,,,,,3,4,3,3,3,3,3,3,1,,,,,,,,2,3,3,3,2,2,3,3,1,,,,,,1,2,,,,,,3,1,2,2025,4
R_6sqMYMniB9OefXX,39,1,1,36,1,4,3,Crew Boss,2,1,1,,,1,,,1,,1,,,,,,,,3,,,,,,,4,5,,,3,,,3,,1,,,,,,,2,4,,,2,,,1,1,1,1,1,1,1,1,2,4,4,3,2,4,2,1,2,2025,4
R_5r86cXxRREnQLy9,38,1,1,39,1,4,4,Technology Director,3,1,1,,,1,,1,,1,,,,,,,,5,,,,,,,,5,2,,,2,,2,,,,,,1,,,,3,2,,,3,,3,,1,1,1,1,1,1,1,5,5,3,4,5,5,5,1,2,2025,4
R_61mpfw9gj596HRF,27,1,2,11,2,4,6,Manager ,5,,,,,1,1,1,,,,,,,1,,,,,,,,5,,,,,,,5,5,5,,,,,,1,,1,,,,,,5,5,5,,1,1,,1,1,1,,5,5,,5,5,5,,1,2,2025,4
R_3B3fYbjBnW7L2vJ,40,1,1,45,1,4,7,HR,3,,1,,,,,,1,,,,,,,,1,,,,,,,,4,,5,,,,,,3,,,,,,,,1,,4,,,,,,5,1,,,,,,,5,,,,,,,1,2,2025,4
R_7LG2sJz6fGCFEm5,46,1,1,39,1,1,2,Warehouse manager ,3,,1,,,1,,,,,1,,,,,,,,4,,,,,,,,4,,,4,,,,,1,,,,,,,,4,,,3,,,,1,1,1,,1,1,1,3,5,3,,4,1,4,2,2,2025,4
R_6Jz2H9KLHTLk5F6,72,8,1,48,1,2,3,retired,15,,1,,,,,,,,1,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,3,,,,,,,1,1,1,,1,1,1,2,2,4,,3,3,3,2,2,2025,4
R_191jpqIfTtpuOZz,72,8,2,24,1,2,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,5,4,,,5,5,4,2,2,2025,4
R_34uChX0dfXFjT0c,65,8,2,44,1,5,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,4,4,3,,4,4,4,2,2,2025,4
R_5Z3TvfwvRYqFj6V,69,8,2,14,1,1,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,4,4,,,3,3,3,2,2,2025,4
R_37VfSIZGWrWVcXv,84,8,2,33,1,3,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,2,2,2,,2,1,,2,2,2025,4
R_73kh8Xjul80s4R6,85,8,2,13,2,2,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,5,5,4,4,4,4,,2,2,2025,4
R_3PALRO7CwncE2Pg,64,8,2,43,1,1,1,Disabled ,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,5,5,2,,4,4,,2,2,2025,4
R_38ZpjJ2rUKZxLBq,67,8,2,17,1,3,1,,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,1,1,,,1,1,,4,3,,,3,3,,2,2,2025,4
R_7cjQengPbVx52XE,46,3,1,48,1,4,4,Owner,11,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,3,,,,1,1,1,,,1,1,3,5,2,,,5,3,1,1,2025,3
R_7zrTFObastsRw2t,50,1,1,32,1,1,2,Construction ,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,5,,,,,1,,,,1,,,3,,,,5,,1,1,2025,3
R_7QmjWvUuj3LbuO5,42,3,2,44,3,2,4,Design and CEO,5,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,4,,,1,1,,,1,1,,5,5,,,4,5,1,1,2025,3
R_3tLLehJNiKptSEi,64,1,1,10,1,4,3,Customer service and support department manager ,8,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,1,1,1,1,1,1,2,4,2,3,5,5,3,1,1,2025,3
R_6QXIY8jBsmFza0N,57,3,2,31,1,1,9,Business owner,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,3,,3,3,3,1,1,2025,3
R_5pGGtkUmtMhOIBH,50,1,1,33,1,5,6,CEO,8,1,,,,,,1,1,,,,,,,,,,,,,,,,,5,,,,,,4,5,1,,,,,,1,,5,,,,,,4,5,,,1,1,,1,1,,,5,3,,5,4,1,1,2025,3
R_5qUr2Kv7Gt0I7VZ,43,1,1,10,3,1,6,Owner,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,4,5,4,5,5,5,2,1,3,2024,1
R_65BNmS1aTxfRXvX,41,1,1,41,1,5,5,information technology,7,1,0,0,0,1,0,0,0,0,,,,0,,,,,,,,,,,,5,,,,5,,,,0,,,,0,,,,5,,,,5,,,,0,0,0,0,0,1,0,,,,,,5,,1,3,2024,1
R_3Lj3kGhuUXaG8wB,35,1,1,10,1,4,7,General Manager,4,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,,4,,,,,,,3,4,2,3,4,3,3,2,0,0,1,0,0,0,0,0,2,4,4,3,4,4,3,3,1,1,1,1,1,0,0,5,5,3,3,4,,,1,3,2024,1
R_7BzmIO9XsOnawXe,54,1,1,10,1,4,5,Company Owner,5,0,0,0,1,0,0,1,0,,,,0,,,1,,,,,,,,4,,,,,3,,,5,,,,,0,,,1,,,,,3,,,4,,1,1,1,0,0,1,1,3,4,4,,,4,3,1,3,2024,1
R_7zGwK6GMMj186tt,48,1,1,29,1,4,3,owner,7,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,1,5,5,3,,3,3,3,1,3,2024,1
R_5NgMySmKSeXIR61,36,1,1,33,2,1,2,Sales,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,1,1,0,5,5,5,,5,5,,1,3,2024,1
R_77Iokim8NPN1W37,66,8,2,23,1,1,2,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,3,3,3,,3,3,3,2,1,2025,3
R_5ygwgXX86gwAX9n,28,1,1,23,2,4,4,Supply chain management ,3,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,,5,,4,5,4,,3,5,4,3,4,3,3,2,2,,1,,,,,,,5,3,3,4,2,3,3,3,1,1,1,1,1,1,1,4,5,3,4,4,3,4,2,1,2025,3
R_7ydAjAEmZzxJz21,59,1,1,36,1,2,3,Procurement/ facilities manager,2,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,1,1,,1,1,1,1,5,1,,4,3,4,2,1,2025,3
R_5M3rAQsgpmKeBxg,75,8,2,36,1,5,2,,15,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,4,1,1,1,,1,1,1,3,3,3,,3,3,3,2,1,2025,3
R_52cCxZEIAecvDgd,45,1,1,26,1,2,3,Crewman,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,1,2,3,2,,2,2,3,2,1,2025,3
R_7topxqltvPNZHrr,71,8,2,3,1,1,3,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,3,3,,,,3,,2,1,2025,3
R_3o1jZrSy1byF0jU,81,8,2,21,6,5,5,retired,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,3,3,,,,,,2,1,2025,3
R_3OoIVKoll9MrPvO,73,8,2,15,1,1,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,1,,,1,1,1,2,1,2025,3
R_6hzKhmI3HgCU6Bw,78,8,1,39,1,1,3,Glass worker,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,4,3,,,5,4,3,2,1,2025,3
